,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,new_column
19396,BOL,South America,Bolivia,09-09-20,123345.0,1037.0,773.857,7146.0,49.0,277.571,10423.871,87.637,65.399,603.908,4.141,23.458,0.86,,,,,,,,,262199.0,2850.0,22.158,0.241,2428.0,0.205,0.3187,3.1,tests performed,,,,,,,,,,,,,,81.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,,South AmericaBolivia
117475,OWID_NAM,,North America,29-11-20,15733567.0,154656.0,187838.0,404270.0,1368.0,2265.714,26372.881,259.237,314.857,677.644,2.293,3.798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596581283.0,,,,,,,,,,,,,,,,,,,
17339,BEN,Africa,Benin,05-04-21,7313.0,0.0,30.429,93.0,0.0,0.429,587.341,0.0,2.444,7.469,0.0,0.034,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.3,12451031.0,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.545,,,,,AfricaBenin
47126,SLV,North America,El Salvador,16-11-20,36669.0,153.0,165.714,1047.0,3.0,4.714,5625.374,23.472,25.422,160.62,0.46,0.723,1.02,,,,,,,,,512256.0,2437.0,78.585,0.374,2453.0,0.376,0.066,15.2,tests performed,,,,,,,,,,,,,,52.78,6518500.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673,,,,,North AmericaEl Salvador
13415,BGD,Asia,Bangladesh,07-12-20,479743.0,2198.0,2115.857,6874.0,36.0,32.857,2884.744,13.217,12.723,41.334,0.216,0.198,0.95,,,,,,,,,2878374.0,14369.0,17.308,0.086,14977.0,0.09,0.1413,7.1,tests performed,,,,,,,,,,,,,,80.09,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,,AsiaBangladesh
48008,GNQ,Africa,Equatorial Guinea,26-03-21,6851.0,0.0,26.429,102.0,0.0,0.286,4725.183,0.0,18.228,70.35,0.0,0.197,0.89,,,,,,,,,,,,,,,,,,,,,,,430.0,,,,,297.0,306.0,0.021,,1449891.0,45.194,22.4,2.846,1.752,22604.873,,202.812,7.78,,,24.64,2.1,58.74,0.592,,,,,AfricaEquatorial Guinea
155373,TWN,Asia,Taiwan,08-05-21,1183.0,5.0,7.286,12.0,0.0,0.0,49.591,0.21,0.305,0.503,0.0,0.0,1.71,,,,,,,,,215010.0,413.0,9.013,0.017,911.0,0.038,0.008,125.0,people tested,,,,,,4780.0,,,,,200.0,4780.0,0.02,25.0,23855008.0,,42.2,,8.353,,,103.957,,,,,,80.46,,,,,,AsiaTaiwan
60913,GHA,Africa,Ghana,16-08-20,42532.0,322.0,218.429,231.0,0.0,2.286,1340.345,10.147,6.884,7.28,0.0,0.072,0.9,,,,,,,,,428695.0,1574.0,13.51,0.05,1481.0,0.047,0.1475,6.8,tests performed,,,,,,,,,,,,,,52.78,31732128.0,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,,,,,AfricaGhana
120755,OWID_OCE,,Oceania,09-12-20,46290.0,87.0,113.571,1032.0,4.0,1.857,1071.033,2.013,2.628,23.878,0.093,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43219954.0,,,,,,,,,,,,,,,,,,,
104279,FSM,Oceania,Micronesia (country),16-12-21,1.0,0.0,0.0,,,,8.602,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116255.0,150.777,23.0,4.81,2.392,3299.464,16.0,454.343,12.02,,,,,67.88,0.62,,,,,OceaniaMicronesia (country)
65713,GTM,North America,Guatemala,12-04-21,203309.0,238.0,1089.857,7020.0,4.0,18.0,11140.3,13.041,59.719,384.66,0.219,0.986,1.28,,,,,,,,,1115569.0,9319.0,61.128,0.511,6718.0,0.368,0.1622,6.2,people tested,143488.0,141766.0,1722.0,,3998.0,3419.0,0.79,0.78,0.01,,187.0,3349.0,0.018,46.3,18249868.0,157.834,22.9,4.694,3.016,7423.808,8.7,155.898,10.18,,,76.665,0.6,74.3,0.663,,,,,North AmericaGuatemala
110613,NAM,Africa,Namibia,28-08-20,6906.0,194.0,239.857,65.0,5.0,3.286,2669.146,74.98,92.704,25.122,1.932,1.27,1.07,,,,,,,,,57150.0,542.0,22.088,0.209,1433.0,0.554,0.1674,6.0,tests performed,,,,,,,,,,,,,,61.11,2587344.0,3.078,22.0,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,,63.71,0.646,,,,,AfricaNamibia
132143,RUS,Europe,Russia,29-10-21,8298850.0,38805.0,36752.714,231931.0,1145.0,1080.286,56875.711,265.948,251.883,1589.526,7.847,7.404,1.1,,,,,,,,,,,,,590915.0,4.05,0.0622,16.1,tests performed,103215462.0,54622022.0,47235849.0,1685331.0,786899.0,454970.0,70.74,37.43,32.37,1.16,3118.0,310223.0,0.213,56.02,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.824,,,,,EuropeRussia
70517,HND,North America,Honduras,15-10-20,86089.0,631.0,631.0,2552.0,19.0,10.714,8555.009,62.705,62.705,253.602,1.888,1.065,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,10062994.0,82.805,24.9,4.652,2.883,4541.795,16.0,240.208,7.21,2.0,,84.169,0.7,75.27,0.634,,,,,North AmericaHonduras
74131,IND,Asia,India,08-02-22,42410976.0,71365.0,111441.571,505279.0,1217.0,1043.429,30436.846,51.216,79.978,362.621,0.873,0.749,0.47,,,,,,,,,742908121.0,1346534.0,533.159,0.966,1744418.0,1.252,0.0639,15.7,samples tested,1702679391.0,952678279.0,736217486.0,14652203.0,6631347.0,4502216.0,122.2,68.37,52.84,1.05,3231.0,1132694.0,0.081,75.46,1393409033.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,,,,,AsiaIndia
56728,FRA,Europe,France,15-09-21,6965808.0,383.0,8832.286,115876.0,14.0,81.714,103316.544,5.681,131.0,1718.667,0.208,1.212,0.76,1959.0,29.056,9555.0,141.719,771.0,11.435,3043.0,45.134,136309251.0,497421.0,2021.733,7.378,562504.0,8.343,0.016,62.5,people tested,92878540.0,50261127.0,43062926.0,615164.0,299702.0,242005.0,137.76,74.55,63.87,0.91,3589.0,66224.0,0.098,66.67,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,EuropeFrance
33777,COL,South America,Colombia,25-06-20,80599.0,3486.0,2911.714,2654.0,163.0,100.571,1572.177,67.998,56.796,51.769,3.18,1.962,1.3,,,,,,,,,667211.0,18383.0,13.015,0.359,17010.0,0.332,0.235,4.3,tests performed,,,,,,,,,,,,,,87.04,51265841.0,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,,,,,South AmericaColombia
52916,OWID_EUN,,European Union,05-12-21,47936507.0,192067.0,265797.143,853810.0,780.0,1891.143,107194.964,429.498,594.372,1909.278,1.744,4.229,,,,,,,,,,,,,,,,,,,662163335.0,316585815.0,301556849.0,59293358.0,1372184.0,2972700.0,148.07,70.79,67.43,13.26,6648.0,286242.0,0.064,,447189915.0,,,,,,,,,,,,,,,,,,,
108718,MAR,Africa,Morocco,06-08-21,676683.0,11358.0,8669.143,10163.0,76.0,61.571,18119.878,304.139,232.138,272.14,2.035,1.649,1.35,,,,,,,,,7218131.0,48436.0,193.283,1.297,37890.0,1.015,0.2288,4.4,people tested,25851862.0,14981732.0,10870130.0,,309266.0,314626.0,69.22,40.12,29.11,,8425.0,206320.0,0.552,59.26,37344787.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,,,,,AfricaMorocco
173465,WLF,Oceania,Wallis and Futuna,23-09-21,454.0,0.0,0.0,7.0,0.0,0.0,40923.021,0.0,0.0,630.972,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,3786.0,33.0,0.297,,11094.0,,,,,,,,,,,,,79.94,,,,,,OceaniaWallis and Futuna
49377,EST,Europe,Estonia,07-10-20,3715.0,56.0,49.143,67.0,0.0,0.429,2803.376,42.258,37.084,50.559,0.0,0.323,0.95,5.0,3.773,36.0,27.166,,,,,283085.0,4197.0,213.619,3.167,2741.0,2.068,0.0179,55.8,tests performed,,,,,,,,,,,,,,35.19,1325188.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,,,,,EuropeEstonia
172135,VEN,South America,Venezuela,01-10-21,368968.0,0.0,1333.571,4469.0,0.0,15.143,12853.812,0.0,46.458,155.687,0.0,0.528,1.1,,,,,,,,,,,,,,,,,,,,,,,140341.0,,,,,4889.0,76677.0,0.267,80.56,28704947.0,36.253,29.0,6.614,3.915,16745.022,,204.85,6.47,,,,0.8,72.06,0.711,,,,,South AmericaVenezuela
159158,TGO,Africa,Togo,06-05-21,13068.0,0.0,19.571,123.0,0.0,0.0,1541.357,0.0,2.308,14.508,0.0,0.0,0.7,,,,,,,,,315098.0,913.0,37.165,0.108,796.0,0.094,0.0246,40.7,tests performed,,,,,,3453.0,,,,,407.0,2518.0,0.03,42.59,8478242.0,143.366,19.4,2.839,1.525,1429.813,49.2,280.033,6.15,0.9,14.2,10.475,0.7,61.04,0.515,,,,,AfricaTogo
48005,GNQ,Africa,Equatorial Guinea,23-03-21,6780.0,0.0,25.286,101.0,0.0,0.143,4676.214,0.0,17.44,69.66,0.0,0.099,0.93,,,,,,,,,,,,,,,,,,,,,,,430.0,,,,,297.0,306.0,0.021,,1449891.0,45.194,22.4,2.846,1.752,22604.873,,202.812,7.78,,,24.64,2.1,58.74,0.592,,,,,AfricaEquatorial Guinea
9470,AUS,Oceania,Australia,03-08-20,18730.0,412.0,489.571,232.0,11.0,9.286,726.301,15.976,18.984,8.996,0.427,0.36,1.1,44.0,1.706,483.0,18.729,,,,,4429911.0,65529.0,171.78,2.541,63260.0,2.453,0.0077,129.2,tests performed,,,,,,,,,,,,,,75.46,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,,OceaniaAustralia
92628,LTU,Europe,Lithuania,25-08-20,2688.0,21.0,31.571,68.0,0.0,0.571,999.308,7.807,11.737,25.28,0.0,0.212,1.16,,,,,,,,,564417.0,4267.0,209.831,1.586,3569.0,1.327,0.013,76.9,tests performed,,,,,,,,,,,,,,28.7,2689862.0,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38.0,,6.56,75.93,0.882,,,,,EuropeLithuania
124654,PNG,Oceania,Papua New Guinea,24-07-20,32.0,1.0,2.429,,,,3.509,0.11,0.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.07,9119005.0,18.22,22.6,3.808,2.142,3823.194,,561.494,17.65,23.5,48.8,,,64.5,0.555,,,,,OceaniaPapua New Guinea
61257,GHA,Africa,Ghana,26-07-21,102103.0,933.0,469.429,823.0,2.0,1.571,3217.654,29.402,14.793,25.936,0.063,0.05,1.3,,,,,,,,,1422916.0,5964.0,44.841,0.188,5491.0,0.173,0.0855,11.7,tests performed,,,,,,5590.0,,,,,176.0,0.0,0.0,42.59,31732128.0,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,,,,,AfricaGhana
144570,SVN,Europe,Slovenia,01-11-20,35649.0,1342.0,1814.143,363.0,25.0,17.571,17149.471,645.589,872.72,174.626,12.027,8.453,1.16,131.0,63.019,821.0,394.954,112.0,53.916,696.0,334.946,371029.0,2244.0,178.489,1.08,5794.0,2.787,0.298,3.4,tests performed,,,,,,,,,,,,,,75.93,2078723.0,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25.0,,4.5,81.32,0.917,246.4,1.4,54.26,118.5343117,EuropeSlovenia
52964,OWID_EUN,,European Union,22-01-22,76724947.0,1081217.0,1133887.571,940950.0,1294.0,1708.286,171571.282,2417.803,2535.584,2104.14,2.894,3.82,,,,,,,,,,,,,,,,,,,807314268.0,329332048.0,315817662.0,181147395.0,2074450.0,2475518.0,180.53,73.64,70.62,40.51,5536.0,273411.0,0.061,,447189915.0,,,,,,,,,,,,,,,,,,,
8953,OWID_ASI,,Asia,14-05-21,46103621.0,399288.0,442858.857,600009.0,5222.0,5559.0,9854.475,85.346,94.659,128.25,1.116,1.188,,,,,,,,,,,,,,,,,,,710133378.0,226710340.0,88296871.0,5.0,17029344.0,14262028.0,15.18,4.85,1.89,0.0,3048.0,2025877.0,0.043,,4678444992.0,,,,,,,,,,,,,,,,,,,
169588,UZB,Asia,Uzbekistan,28-04-20,1939.0,35.0,37.286,8.0,0.0,0.286,57.137,1.031,1.099,0.236,0.0,0.008,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.52,33935765.0,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72,,,,,AsiaUzbekistan
148947,SSD,Africa,South Sudan,18-10-20,2842.0,25.0,9.286,55.0,0.0,0.0,249.706,2.197,0.816,4.832,0.0,0.0,1.06,,,,,,,,,36740.0,420.0,3.228,0.037,438.0,0.038,0.0212,47.2,tests performed,,,,,,,,,,,,,,41.67,11381377.0,,19.2,3.441,2.032,1569.888,,280.775,10.43,,,,,57.85,0.433,,,,,AfricaSouth Sudan
56172,FRA,Europe,France,08-03-20,1125.0,177.0,142.143,19.0,3.0,2.429,16.686,2.625,2.108,0.282,0.044,0.036,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,-9863.4,-7.36,-6.03,-146.2934947,EuropeFrance
172407,VNM,Asia,Vietnam,17-04-20,268.0,0.0,1.571,,,,2.73,0.0,0.016,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.43,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,,AsiaVietnam
45270,DOM,North America,Dominican Republic,30-01-22,554052.0,1221.0,2067.429,4305.0,4.0,2.571,50581.2,111.469,188.742,393.017,0.365,0.235,0.53,,,,,,,,,2952303.0,4483.0,269.525,0.409,6588.0,0.601,0.3138,3.2,samples tested,14722610.0,6996090.0,5789094.0,1907481.0,16747.0,34695.0,134.41,63.87,52.85,17.41,3167.0,2241.0,0.02,37.96,10953714.0,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,,,,,North AmericaDominican Republic
89460,LBN,Asia,Lebanon,16-03-22,1086382.0,536.0,702.714,10226.0,7.0,7.143,160490.141,79.183,103.811,1510.677,1.034,1.055,0.52,,,,,,,,,,,,,,,,,,,,,,,3245.0,,,,,479.0,780.0,0.012,53.7,6769151.0,594.561,31.1,8.514,5.43,13367.565,,266.591,12.71,26.9,40.7,,2.9,78.93,0.744,,,,,AsiaLebanon
438,AFG,Asia,Afghanistan,07-05-21,61455.0,293.0,244.286,2673.0,9.0,6.857,1542.722,7.355,6.132,67.101,0.226,0.172,1.29,,,,,,,,,,,,,,,,,,,,,,,13921.0,,,,,349.0,10994.0,0.028,26.85,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,,AsiaAfghanistan
77334,IRL,Europe,Ireland,12-04-20,9655.0,727.0,665.857,334.0,14.0,25.143,1937.625,145.899,133.628,67.029,2.81,5.046,1.55,148.0,29.702,853.0,171.185,57.0,11.482,494.0,99.105,78177.0,5722.0,15.689,1.148,5265.0,1.057,0.1265,7.9,tests performed,,,,,,,,,,,,,,90.74,4982904.0,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,,EuropeIreland
127033,PHL,Asia,Philippines,23-09-20,294591.0,2802.0,3093.857,5091.0,42.0,51.286,2652.852,25.233,27.861,45.845,0.378,0.462,0.81,,,,,,,,,3316757.0,38274.0,29.868,0.345,35221.0,0.317,0.0878,11.4,people tested,,,,,,,,,,,,,,67.13,111046910.0,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1.0,71.23,0.718,,,,,AsiaPhilippines
87255,LAO,Asia,Laos,25-05-20,19.0,0.0,0.0,,,,2.575,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.48,7379358.0,29.715,24.4,4.029,2.322,6397.36,22.7,368.111,4.0,7.3,51.2,49.839,1.5,67.92,0.613,,,,,AsiaLaos
104059,FSM,Oceania,Micronesia (country),10-05-21,1.0,0.0,0.0,,,,8.602,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116255.0,150.777,23.0,4.81,2.392,3299.464,16.0,454.343,12.02,,,,,67.88,0.62,,,,,OceaniaMicronesia (country)
37852,HRV,Europe,Croatia,04-07-20,3094.0,86.0,67.143,113.0,1.0,0.857,758.025,21.07,16.45,27.685,0.245,0.21,1.42,,,85.0,20.825,,,,,84166.0,1264.0,20.621,0.31,1077.0,0.264,0.0623,16.0,people tested,,,,,,,,,,,,,,54.63,4081657.0,73.726,44.0,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,,5.54,78.49,0.851,,,,,EuropeCroatia
33928,COL,South America,Colombia,23-11-20,1254979.0,6562.0,7108.857,35479.0,192.0,179.429,24479.829,127.999,138.667,692.059,3.745,3.5,1.04,,,,,,,,,6060170.0,38638.0,118.211,0.754,44988.0,0.878,0.183,5.5,tests performed,,,,,,,,,,,,,,65.74,51265841.0,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,,,,,South AmericaColombia
113734,NCL,Oceania,New Caledonia,25-11-21,12033.0,41.0,33.429,276.0,0.0,0.429,41749.793,142.254,115.984,957.612,0.0,1.487,,,,,,,,,,,,,,,,,,,,,,,,526.0,,,,,1825.0,193.0,0.067,,288217.0,15.342,33.4,9.954,6.489,,,,23.36,,,,,77.55,,,,,,OceaniaNew Caledonia
14012,BRB,North America,Barbados,07-07-20,98.0,0.0,0.143,7.0,0.0,0.0,340.623,0.0,0.497,24.33,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,287708.0,664.463,39.8,14.952,9.473,16978.068,,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.814,,,,,North AmericaBarbados
22095,BWA,Africa,Botswana,19-12-21,199864.0,0.0,539.143,2425.0,0.0,0.571,83372.545,0.0,224.901,1011.58,0.0,0.238,1.18,,,,,,,,,,,,,5583.0,2.329,0.0966,10.4,tests performed,,,,,,2733.0,,,,,1140.0,7810.0,0.326,21.3,2397240.0,4.044,25.8,3.941,2.242,15807.374,,237.372,4.81,5.7,34.4,,1.8,69.59,0.735,,,,,AfricaBotswana
139897,SEN,Africa,Senegal,02-08-21,63520.0,518.0,805.571,1385.0,18.0,14.143,3693.816,30.123,46.846,80.541,1.047,0.822,0.96,,,,,,,,,664754.0,2556.0,38.657,0.149,3307.0,0.192,0.2436,4.1,tests performed,,,,,,37211.0,,,,,2164.0,32613.0,0.19,19.44,17196308.0,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,,,,,AfricaSenegal
121164,OWID_OCE,,Oceania,22-01-22,2373663.0,67641.0,67934.0,5463.0,78.0,69.571,54920.535,1565.041,1571.82,126.4,1.805,1.61,,,,,,,,,,,,,,,,,,,60373509.0,27322595.0,25578018.0,7472896.0,260324.0,332450.0,139.69,63.22,59.18,17.29,7692.0,72878.0,0.169,,43219954.0,,,,,,,,,,,,,,,,,,,
34253,COL,South America,Colombia,14-10-21,4977043.0,1387.0,1359.857,126759.0,33.0,34.571,97083.026,27.055,26.526,2472.582,0.644,0.674,0.95,,,,,,,,,26092509.0,48080.0,508.965,0.938,43496.0,0.848,0.037,27.0,tests performed,44137117.0,28433989.0,19370919.0,,255399.0,255406.0,86.09,55.46,37.79,,4982.0,120911.0,0.236,46.3,51265841.0,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,,,,,South AmericaColombia
36665,CRI,North America,Costa Rica,09-06-21,336007.0,2187.0,1772.714,4278.0,27.0,25.714,65383.058,425.565,344.95,832.449,5.254,5.004,0.98,,,,,,,,,1086035.0,7836.0,211.33,1.525,6454.0,1.256,0.22,4.5,people tested,,,,,,39437.0,,,,,7674.0,32432.0,0.631,55.56,5139053.0,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,,,,,North AmericaCosta Rica
18220,BMU,North America,Bermuda,16-08-21,2663.0,0.0,7.0,33.0,0.0,0.0,42887.973,0.0,112.736,531.469,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,71.0,,,,,1143.0,35.0,0.056,47.22,62092.0,1308.82,,,,50669.315,,139.547,13.0,,,,,82.59,,,,,,North AmericaBermuda
116184,NGA,Africa,Nigeria,23-04-20,981.0,108.0,77.0,31.0,3.0,2.571,4.64,0.511,0.364,0.147,0.014,0.012,1.64,,,,,,,,,10061.0,,0.048,,487.0,0.002,0.1581,6.3,tests performed,,,,,,,,,,,,,,85.65,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,,AfricaNigeria
119140,MNP,Oceania,Northern Mariana Islands,28-06-20,,,,,,,,,,,,,,,,,,,,,,10645.0,15.0,183.82,0.259,28.0,0.484,0.005,200.0,tests performed,,,,,,,,,,,,,,,57910.0,119.878,,,,,,194.994,,,,,,76.74,,,,,,OceaniaNorthern Mariana Islands
7799,ABW,North America,Aruba,30-05-20,101.0,0.0,0.0,3.0,0.0,0.0,942.208,0.0,0.0,27.986,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.96,107195.0,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,,,,,,North AmericaAruba
107662,MSR,North America,Montserrat,12-11-20,13.0,0.0,0.0,1.0,0.0,0.0,2609.918,0.0,0.0,200.763,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4981.0,,,,,,,,,,,,,74.16,,,,,,North AmericaMontserrat
17802,BMU,North America,Bermuda,24-06-20,146.0,0.0,0.286,9.0,0.0,0.0,2351.35,0.0,4.601,144.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.04,62092.0,1308.82,,,,50669.315,,139.547,13.0,,,,,82.59,,,,,,North AmericaBermuda
56057,FIN,Europe,Finland,25-01-22,461001.0,7168.0,7021.714,1894.0,0.0,1.0,83087.78,1291.913,1265.547,341.362,0.0,0.18,0.93,48.0,8.651,702.0,126.524,,,,,9402332.0,28162.0,1694.614,5.076,24137.0,4.35,0.321,3.1,tests performed,10693347.0,4291155.0,4118068.0,2284124.0,,50094.0,192.73,77.34,74.22,41.17,9029.0,1780.0,0.032,43.06,5548361.0,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,,EuropeFinland
19531,BOL,South America,Bolivia,22-01-21,198257.0,1864.0,2095.429,9871.0,53.0,42.857,16754.675,157.526,177.084,834.197,4.479,3.622,1.12,,,,,,,,,505456.0,4919.0,42.716,0.416,4947.0,0.418,0.4236,2.4,tests performed,,,,,,,,,,,,,,30.56,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,,South AmericaBolivia
69892,OWID_HIC,,High income,23-02-21,58790195.0,199457.0,193708.714,1211454.0,5760.0,4943.714,48389.77,164.172,159.44,997.139,4.741,4.069,,,,,,,,,,,,,,,,,,,144206216.0,100624724.0,41508887.0,1814.0,3519259.0,3166657.0,11.87,8.28,3.42,0.0,2606.0,1852898.0,0.153,,1214930230.0,,,,,,,,,,,,,,,,,,,
99955,MLI,Africa,Mali,12-09-21,14983.0,2.0,6.286,543.0,0.0,0.143,718.412,0.096,0.301,26.036,0.0,0.007,1.04,,,,,,,,,,,,,,,,,,,,,,,4004.0,,,,,192.0,4004.0,0.019,50.93,20855724.0,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,,,,,AfricaMali
24455,BRN,Asia,Brunei,22-03-22,127300.0,1191.0,1482.286,196.0,3.0,3.571,288314.324,2697.426,3357.142,443.909,6.795,8.089,0.73,,,,,,,,,,,,,,,,,,,,,,,816.0,,,,,1848.0,11.0,0.002,56.48,441532.0,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2.0,30.9,,2.7,75.86,0.838,,,,,AsiaBrunei
171222,VAT,Europe,Vatican,24-04-21,27.0,0.0,0.0,,,,33251.232,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.0,,,,,,,,,,,,,75.12,,,,,,EuropeVatican
105413,MCO,Europe,Monaco,19-11-20,573.0,8.0,5.857,3.0,0.0,0.143,14498.988,202.429,148.207,75.911,0.0,3.615,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.85,39520.0,19347.5,,,,,,,5.46,,,,13.8,86.75,,,,,,EuropeMonaco
30125,CYM,North America,Cayman Islands,29-12-20,326.0,8.0,1.429,2.0,0.0,0.0,4902.403,120.304,21.483,30.076,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,275.0,,,,,4135.0,195.0,0.293,,66498.0,256.496,,,,49903.029,,,13.22,,,,,83.92,,,,,,North AmericaCayman Islands
71840,HKG,Asia,Hong Kong,18-03-22,1016944.0,20082.0,26536.286,5401.0,265.0,279.571,134644.635,2658.881,3513.437,715.099,35.086,37.016,,,,,,,,,,,,,,124703.0,16.511,,,tests performed,14428385.0,6454776.0,5543897.0,2429712.0,72529.0,66340.0,191.03,85.46,73.4,32.17,8783.0,9198.0,0.122,75.0,7552800.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,,,,,AsiaHong Kong
