,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,new_column
173101,VNM,Asia,Vietnam,12-03-22,5903147.0,454212.0,238661.0,41290.0,62.0,80.571,60132.601,4626.845,2431.128,420.602,0.632,0.821,1.36,,,,,,,,,,,,,184046.0,1.875,,,people tested,200179247.0,79660025.0,77601333.0,42917889.0,,372530.0,203.91,81.15,79.05,43.72,3795.0,8776.0,0.009,66.67,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,,AsiaVietnam
157204,THA,Asia,Thailand,15-02-20,34.0,1.0,0.286,,,,0.486,0.014,0.004,,,,,,,,,,,,,2930.0,81.0,0.042,0.001,71.0,0.001,0.004,248.3,tests performed,,,,,,,,,,,,,,0.0,69950844.0,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,,AsiaThailand
127591,PHL,Asia,Philippines,04-04-22,3679761.0,132.0,340.714,59365.0,22.0,47.857,33136.996,1.189,3.068,534.594,0.198,0.431,,,,,,,,,,,,,,,,,,,143036759.0,,66230305.0,12208931.0,,164602.0,128.81,,59.64,10.99,1482.0,,,,111046910.0,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1.0,71.23,0.718,,,,,AsiaPhilippines
34738,COM,Africa,Comoros,07-03-21,3596.0,0.0,3.571,146.0,0.0,0.286,4047.471,0.0,4.02,164.33,0.0,0.322,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888456.0,437.352,20.4,2.963,1.726,1413.89,18.1,261.516,11.88,4.4,23.6,15.574,2.2,64.32,0.554,,,,,AfricaComoros
162680,TCA,North America,Turks and Caicos Islands,13-12-20,769.0,0.0,1.857,6.0,0.0,0.0,19604.344,0.0,47.345,152.96,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39226.0,37.312,,,,,,,,,,,,80.22,,,,,,North AmericaTurks and Caicos Islands
72034,HUN,Europe,Hungary,25-08-20,5215.0,24.0,35.0,614.0,1.0,0.714,541.303,2.491,3.633,63.732,0.104,0.074,1.7,,,57.0,5.916,,,,,400212.0,1892.0,41.541,0.196,2433.0,0.253,0.0144,69.5,tests performed,,,,,,,,,,,,,,49.07,9634162.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.854,,,,,EuropeHungary
50435,SWZ,Africa,Eswatini,08-08-21,31060.0,273.0,691.429,861.0,17.0,9.0,26493.365,232.862,589.77,734.41,14.501,7.677,1.23,,,,,,,,,,,,,,,,,,,,,,,8778.0,,,,,7487.0,4390.0,0.374,66.67,1172369.0,79.492,21.5,3.163,1.845,7738.975,,333.436,3.94,1.7,16.5,24.097,2.1,60.19,0.611,,,,,AfricaEswatini
29070,CAN,North America,Canada,20-03-22,3404964.0,2253.0,4520.286,37215.0,11.0,,89444.462,59.184,118.743,977.595,0.289,,1.08,401.0,10.534,3702.0,97.247,,,,,58999169.0,2945.0,1549.84,0.077,37717.0,0.991,0.1198,8.3,tests performed,81878193.0,32636028.0,31091871.0,18150294.0,,30208.0,215.08,85.73,81.67,47.68,794.0,67.0,0.0,66.2,38067913.0,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,,,,,North AmericaCanada
176216,ZWE,Africa,Zimbabwe,21-12-20,12422.0,97.0,152.0,322.0,2.0,1.857,823.076,6.427,10.071,21.336,0.133,0.123,1.2,,,,,,,,,200096.0,1205.0,13.258,0.08,1565.0,0.104,0.0971,10.3,tests performed,,,,,,,,,,,,,,69.44,15092171.0,42.729,19.6,2.822,1.882,1899.775,21.4,307.846,1.82,1.6,30.7,36.791,1.7,61.49,0.571,,,,,AfricaZimbabwe
120946,OWID_OCE,,Oceania,18-06-21,71063.0,134.0,141.286,1259.0,0.0,0.714,1644.217,3.1,3.269,29.13,0.0,0.017,,,,,,,,,,,,,,,,,,,8042556.0,6530544.0,1511997.0,15.0,180501.0,137769.0,18.61,15.11,3.5,0.0,3188.0,85178.0,0.197,,43219954.0,,,,,,,,,,,,,,,,,,,
103861,MEX,North America,Mexico,07-01-22,4083118.0,28023.0,14770.714,300101.0,131.0,96.143,31345.374,215.128,113.392,2303.822,1.006,0.738,1.7,,,,,,,,,12403044.0,85455.0,95.216,0.656,54235.0,0.416,0.504,2.0,people tested,,,,,,278044.0,,,,,2134.0,47960.0,0.037,35.19,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,,North AmericaMexico
25064,BGR,Europe,Bulgaria,23-10-21,568073.0,3354.0,4064.857,23033.0,58.0,114.571,82369.352,486.323,589.395,3339.735,8.41,16.613,1.28,595.0,86.274,6685.0,969.31,,,,,,,,,28464.0,4.127,0.1428,7.0,tests performed,,,1436426.0,12287.0,,12489.0,,,20.83,0.18,1811.0,5956.0,0.086,50.0,6896655.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.816,,,,,EuropeBulgaria
6172,ARG,South America,Argentina,11-03-20,19.0,2.0,2.571,1.0,0.0,,0.417,0.044,0.056,0.022,0.0,,,,,,,,,,,853.0,35.0,0.019,0.001,20.0,0.0,0.231,4.3,tests performed,,,,,,,,,,,,,,25.0,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,South AmericaArgentina
112898,NLD,Europe,Netherlands,29-08-21,1942384.0,2196.0,2547.286,18045.0,3.0,7.143,113106.235,127.874,148.33,1050.772,0.175,0.416,0.98,224.0,13.044,418.0,24.34,116.0,6.755,442.0,25.738,16122094.0,16704.0,938.8,0.973,17769.0,1.035,0.131,7.6,tests performed,,,,,,37091.0,,,,,2160.0,8883.0,0.052,41.67,17173094.0,508.544,43.2,18.779,11.881,48472.545,,109.361,5.29,24.4,27.3,,3.32,82.28,0.944,17938.5,6.9,8.12,1044.57007,EuropeNetherlands
122411,PAK,Asia,Pakistan,01-04-21,678165.0,5234.0,4687.0,14613.0,83.0,74.571,3011.391,23.242,20.813,64.889,0.369,0.331,1.16,,,,,,,,,10247374.0,50045.0,45.503,0.222,44714.0,0.199,0.1048,9.5,tests performed,,,,,,25936.0,,,,,115.0,25936.0,0.012,56.02,225199929.0,255.573,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557,,,,,AsiaPakistan
60150,DEU,Europe,Germany,06-08-20,213067.0,1045.0,748.429,9175.0,7.0,,2539.521,12.455,8.92,109.356,0.083,,1.24,237.0,2.825,,,,,405.0,4.827,,,,,94806.0,1.13,,,tests performed,,,,,,,,,,,,,,57.87,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,EuropeGermany
94325,OWID_LMC,,Lower middle income,22-12-20,16595117.0,63664.0,66114.286,313100.0,1328.0,1280.857,4982.542,19.115,19.85,94.006,0.399,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3330652550.0,,,,,,,,,,,,,,,,,,,
1954,ALB,Europe,Albania,30-03-21,124723.0,304.0,410.857,2227.0,11.0,10.143,43413.11,105.815,143.01,775.166,3.829,3.53,0.79,,,,,,,,,533594.0,2730.0,185.731,0.95,2710.0,0.943,0.1516,6.6,tests performed,119321.0,,,,,9662.0,4.15,,,,3363.0,5575.0,0.194,60.19,2872934.0,104.871,38.0,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,,,,,EuropeAlbania
19660,BOL,South America,Bolivia,31-05-21,371279.0,2805.0,3089.429,14524.0,53.0,79.857,31376.744,237.05,261.087,1227.421,4.479,6.749,1.09,215.0,18.17,2433.0,205.613,,,,,1481898.0,10083.0,125.235,0.852,12382.0,1.046,0.2495,4.0,tests performed,1681883.0,1331789.0,350094.0,,46340.0,38038.0,14.21,11.25,2.96,,3215.0,31282.0,0.264,27.78,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,36167.0,48.47,83.54,3056.468826,South AmericaBolivia
118864,OWID_CYN,Asia,Northern Cyprus,20-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.0,,,,,665.0,187.0,0.049,,,,,,,,,,,,,,,,,,,,,AsiaNorthern Cyprus
93738,OWID_LIC,,Low income,28-07-21,1063497.0,6171.0,5199.714,28331.0,150.0,143.714,1598.885,9.278,7.817,42.593,0.226,0.216,,,,,,,,,,,,,,,,,,,10301451.0,7722163.0,1746692.0,,121115.0,67249.0,1.55,1.16,0.26,,101.0,42681.0,0.006,,665149040.0,,,,,,,,,,,,,,,,,,,
8073,ABW,North America,Aruba,28-02-21,7891.0,15.0,31.0,73.0,0.0,0.286,73613.508,139.932,289.193,681.002,0.0,2.665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.48,107195.0,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,,102.2,12.84,53.44,953.4026774,North AmericaAruba
10910,AZE,Asia,Azerbaijan,28-04-20,1717.0,39.0,33.857,22.0,0.0,0.286,167.949,3.815,3.312,2.152,0.0,0.028,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.96,10223344.0,119.309,32.4,6.018,3.871,15847.419,,559.812,7.11,0.3,42.5,83.241,4.7,73.0,0.756,,,,,AsiaAzerbaijan
5812,ATG,North America,Antigua and Barbuda,20-06-21,1263.0,0.0,0.0,42.0,0.0,0.0,12792.723,0.0,0.0,425.411,0.0,0.0,0.27,,,,,,,,,,,,,26.0,0.263,0.0,,tests performed,62809.0,35768.0,27041.0,,,542.0,63.62,36.23,27.39,,5490.0,109.0,0.11,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,,North AmericaAntigua and Barbuda
126579,PER,South America,Peru,01-09-21,2150006.0,415.0,707.857,198295.0,32.0,37.714,64449.751,12.44,21.219,5944.199,0.959,1.131,0.95,,,,,,,,,16793799.0,,503.42,,36831.0,1.104,0.023,43.5,tests performed,19400454.0,10783780.0,8616025.0,649.0,151544.0,206387.0,58.16,32.33,25.83,0.0,6187.0,99424.0,0.298,67.59,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,,South AmericaPeru
172304,VEN,South America,Venezuela,19-03-22,519420.0,175.0,203.0,5666.0,2.0,1.429,18095.139,6.097,7.072,197.388,0.07,0.05,0.68,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,28.7,28704947.0,36.253,29.0,6.614,3.915,16745.022,,204.85,6.47,,,,0.8,72.06,0.711,,,,,South AmericaVenezuela
167291,VIR,North America,United States Virgin Islands,07-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.096,,,tests performed,,,,,,,,,,,,,,39.81,104218.0,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,,,,,,North AmericaUnited States Virgin Islands
154114,CHE,Europe,Switzerland,01-03-22,2818720.0,16769.0,15300.286,13110.0,9.0,,323414.829,1924.045,1755.527,1504.218,1.033,,1.08,143.0,16.408,1408.0,161.551,,,599.0,68.728,18777424.0,56085.0,2154.488,6.435,42617.0,4.89,0.427,2.3,tests performed,15571234.0,6075739.0,5964227.0,3647913.0,2474.0,3867.0,178.66,69.71,68.43,41.86,444.0,208.0,0.002,23.15,8715494.0,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.955,,,,,EuropeSwitzerland
167490,VIR,North America,United States Virgin Islands,22-11-20,,,,,,,,,,,,,,,,,,,,,,28740.0,17.0,275.768,0.163,54.0,0.518,0.085,11.8,tests performed,,,,,,,,,,,,,,42.59,104218.0,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,,,,,,North AmericaUnited States Virgin Islands
112082,NPL,Asia,Nepal,13-07-21,658778.0,1639.0,1527.571,9412.0,12.0,21.286,22199.824,55.232,51.477,317.17,0.404,0.717,1.01,,,,,,,,,3672848.0,11012.0,123.769,0.371,10849.0,0.366,0.209,4.8,samples tested,3714937.0,2611807.0,1103130.0,,23938.0,42500.0,12.52,8.8,3.72,,1432.0,0.0,0.0,58.33,29674920.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,,,,,AsiaNepal
162821,TCA,North America,Turks and Caicos Islands,03-05-21,2393.0,3.0,2.429,17.0,0.0,0.0,61005.456,76.48,61.912,433.386,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,163.0,,,,,4155.0,163.0,0.416,,39226.0,37.312,,,,,,,,,,,,80.22,,,,,,North AmericaTurks and Caicos Islands
13578,BGD,Asia,Bangladesh,19-05-21,783737.0,1608.0,905.714,12248.0,37.0,29.0,4712.691,9.669,5.446,73.648,0.222,0.174,1.01,,,,,,,,,5756781.0,20528.0,34.616,0.123,11175.0,0.067,0.081,12.3,tests performed,9650852.0,5823201.0,3827651.0,,11563.0,25684.0,5.8,3.5,2.3,,154.0,470.0,0.0,83.33,166303494.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,,,,,AsiaBangladesh
156224,TJK,Asia,Tajikistan,01-10-21,17484.0,0.0,0.0,125.0,0.0,0.0,1793.3,0.0,0.0,12.821,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,37627.0,,,,,3859.0,11832.0,0.121,29.63,9749625.0,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,,AsiaTajikistan
47561,SLV,North America,El Salvador,25-01-22,127012.0,0.0,490.714,3862.0,5.0,3.571,19484.851,0.0,75.28,592.468,0.767,0.548,0.45,,,,,,,,,1241105.0,4634.0,190.397,0.711,4658.0,0.715,0.152,6.6,tests performed,9936259.0,4526149.0,4201347.0,1208763.0,13099.0,10304.0,152.43,69.44,64.45,18.54,1581.0,1574.0,0.024,32.41,6518500.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673,,,,,North AmericaEl Salvador
139650,SEN,Africa,Senegal,28-11-20,16027.0,46.0,23.143,332.0,0.0,0.286,932.002,2.675,1.346,19.306,0.0,0.017,1.66,,,,,,,,,237259.0,1050.0,13.797,0.061,825.0,0.048,0.0281,35.6,tests performed,,,,,,,,,,,,,,30.56,17196308.0,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,,,,,AfricaSenegal
34328,COL,South America,Colombia,28-12-21,5132277.0,4306.0,3069.857,129833.0,35.0,42.714,100111.047,83.994,59.881,2532.544,0.683,0.833,1.85,,,,,,,,,29351807.0,57801.0,572.541,1.127,50530.0,0.986,0.091,11.0,tests performed,,,,,,148434.0,,,,,2895.0,34910.0,0.068,59.26,51265841.0,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,,,,,South AmericaColombia
98459,MYS,Asia,Malaysia,17-09-21,2067327.0,17577.0,18053.857,22743.0,388.0,416.571,63074.039,536.273,550.822,693.888,11.838,12.71,0.9,1160.0,35.392,10414.0,317.731,,,12567.0,383.419,28693643.0,107144.0,875.442,3.269,121938.0,3.72,0.1481,6.8,people tested,40929662.0,22426105.0,18607051.0,205.0,263417.0,259385.0,124.88,68.42,56.77,0.0,7914.0,84818.0,0.259,64.81,32776195.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,,AsiaMalaysia
35353,COG,Africa,Congo,21-10-20,5156.0,0.0,0.0,92.0,0.0,0.0,911.434,0.0,0.0,16.263,0.0,0.0,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5657017.0,15.405,19.0,3.402,2.063,4881.406,37.0,344.094,7.2,1.7,52.3,47.964,,64.57,0.574,,,,,AfricaCongo
140631,SRB,Europe,Serbia,27-06-21,716301.0,63.0,78.286,7031.0,2.0,4.286,104241.592,9.168,11.393,1023.205,0.291,0.624,0.77,12.0,1.746,314.0,45.696,,,,,4389686.0,4903.0,638.821,0.714,7700.0,1.121,0.0102,98.4,people tested,,,,,,11516.0,,,,,1676.0,2371.0,0.035,32.41,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,,EuropeSerbia
10840,AUT,Europe,Austria,25-03-22,3665003.0,37910.0,39713.0,15619.0,40.0,39.286,405282.961,4192.159,4391.539,1727.179,4.423,4.344,0.87,234.0,25.876,3182.0,351.872,,,,,172904852.0,346725.0,19120.145,38.342,476940.0,52.741,0.0833,12.0,tests performed,18146752.0,6814307.0,6592208.0,5090729.0,,3364.0,200.67,75.35,72.9,56.29,372.0,227.0,0.003,40.74,9043072.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,,,,,EuropeAustria
86126,KWT,Asia,Kuwait,23-05-21,299215.0,992.0,1083.714,1734.0,10.0,5.857,69125.872,229.176,250.364,400.596,2.31,1.353,1.07,,,,,,,,,2525643.0,8396.0,583.484,1.94,9363.0,2.163,0.1157,8.6,tests performed,,,,,,11572.0,,,,,2673.0,8291.0,0.192,54.63,4328553.0,232.128,33.7,2.345,1.114,65530.537,,132.235,15.84,2.7,37.0,,2.0,75.49,0.806,,,,,AsiaKuwait
67647,GNB,Africa,Guinea-Bissau,26-04-21,3726.0,0.0,2.0,67.0,0.0,0.143,1848.682,0.0,0.992,33.243,0.0,0.071,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015490.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32,0.48,,,,,AfricaGuinea-Bissau
176586,ZWE,Africa,Zimbabwe,26-12-21,204351.0,605.0,1811.143,4891.0,6.0,15.571,13540.199,40.087,120.005,324.075,0.398,1.032,0.81,,,,,,,,,1675163.0,1843.0,110.995,0.122,4957.0,0.328,0.3654,2.7,tests performed,7214640.0,4103288.0,3111352.0,,5591.0,12994.0,47.8,27.19,20.62,,861.0,7018.0,0.047,52.78,15092171.0,42.729,19.6,2.822,1.882,1899.775,21.4,307.846,1.82,1.6,30.7,36.791,1.7,61.49,0.571,,,,,AfricaZimbabwe
138144,STP,Africa,Sao Tome and Principe,25-12-20,1014.0,2.0,0.429,17.0,0.0,0.0,4539.675,8.954,1.919,76.109,0.0,0.0,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223364.0,212.841,18.7,2.886,2.162,3052.714,32.3,270.113,2.42,,,41.34,2.9,70.39,0.625,,,,,AfricaSao Tome and Principe
97678,MWI,Africa,Malawi,09-10-21,61672.0,9.0,9.0,2288.0,1.0,0.714,3138.895,0.458,0.458,116.451,0.051,0.036,0.63,,,,,,,,,,,,,1138.0,0.058,0.0079,126.4,tests performed,1110470.0,863374.0,507463.0,,11168.0,6322.0,5.65,4.39,2.58,,322.0,5918.0,0.03,37.04,19647681.0,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,,AfricaMalawi
131403,ROU,Europe,Romania,24-12-21,1801798.0,717.0,689.286,58507.0,44.0,61.143,94198.007,37.485,36.036,3058.746,2.3,3.197,0.92,,,2411.0,126.047,,,,,,,,,31663.0,1.655,0.0218,45.9,tests performed,15719411.0,,7774078.0,,13437.0,23972.0,82.18,,40.64,,1253.0,14859.0,0.078,52.78,19127772.0,85.129,43.0,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,,6.892,76.05,0.828,,,,,EuropeRomania
145953,SOM,Africa,Somalia,31-01-21,4784.0,0.0,4.286,130.0,0.0,0.0,292.429,0.0,0.262,7.946,0.0,0.0,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,16359500.0,23.5,16.8,2.731,1.496,,,365.769,6.05,,,9.831,0.9,57.4,,,,,,AfricaSomalia
96917,MDG,Africa,Madagascar,16-09-21,42898.0,0.0,2.0,958.0,0.0,0.143,1509.041,0.0,0.07,33.7,0.0,0.005,0.35,,,,,,,,,,,,,490.0,0.017,0.0041,245.0,tests performed,,,,,,7039.0,,,,,248.0,0.0,0.0,40.74,28427333.0,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,,AfricaMadagascar
95179,LUX,Europe,Luxembourg,14-03-21,57503.0,0.0,172.429,681.0,0.0,4.143,90582.438,0.0,271.621,1072.755,0.0,6.526,1.12,25.0,39.382,120.0,189.032,,,72.0,113.399,2245189.0,557.0,3536.767,0.877,8931.0,14.069,0.02,50.0,tests performed,,,,,,1828.0,,,,,2880.0,1609.0,0.253,55.56,634814.0,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26.0,,4.51,82.25,0.916,79.8,1.44,3.92,125.7061123,EuropeLuxembourg
71494,HKG,Asia,Hong Kong,06-04-21,11531.0,7.0,10.0,205.0,0.0,0.0,1526.719,0.927,1.324,27.142,0.0,0.0,,,,,,,,,,,,,,81322.0,10.767,,,tests performed,615981.0,502668.0,113313.0,,38768.0,17955.0,8.16,6.66,1.5,,2377.0,6681.0,0.088,71.3,7552800.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,,,,,AsiaHong Kong
169716,UZB,Asia,Uzbekistan,03-09-20,42688.0,251.0,320.143,331.0,4.0,4.714,1257.906,7.396,9.434,9.754,0.118,0.139,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.07,33935765.0,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72,,,,,AsiaUzbekistan
31990,TCD,Africa,Chad,29-12-21,5703.0,0.0,0.0,181.0,0.0,0.0,337.157,0.0,0.0,10.701,0.0,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,2544.0,,,,,150.0,1417.0,0.008,35.19,16914985.0,11.833,16.7,2.486,1.446,1768.153,38.4,280.995,6.1,,,5.818,,54.24,0.398,,,,,AfricaChad
128778,PRT,Europe,Portugal,01-02-21,726321.0,5805.0,11886.857,12757.0,275.0,290.857,71432.583,570.913,1169.055,1254.632,27.046,28.605,0.83,865.0,85.071,6869.0,675.556,,,,,7369434.0,47369.0,724.773,4.659,58375.0,5.741,0.2036,4.9,tests performed,380349.0,300196.0,80488.0,,31618.0,15541.0,3.74,2.95,0.79,,1528.0,8000.0,0.079,76.85,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,,EuropePortugal
165880,GBR,Europe,United Kingdom,21-09-20,399274.0,4371.0,3930.571,41836.0,11.0,21.571,5853.847,64.084,57.627,613.367,0.161,0.316,1.37,181.0,2.654,1559.0,22.857,,,1995.0,29.249,18897349.0,188865.0,277.058,2.769,228564.0,3.351,0.0172,58.2,tests performed,,,,,,,,,,,,,,65.74,68207114.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,,,,,EuropeUnited Kingdom
90347,LBR,Africa,Liberia,06-09-20,1306.0,0.0,0.429,82.0,0.0,0.0,252.113,0.0,0.083,15.829,0.0,0.0,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.19,5180208.0,49.127,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.48,,,,,AfricaLiberia
48025,GNQ,Africa,Equatorial Guinea,12-04-21,7219.0,0.0,22.857,106.0,0.0,0.286,4978.995,0.0,15.765,73.109,0.0,0.197,0.67,,,,,,,,,,,,,,,,,,,,,,,1254.0,,,,,865.0,1099.0,0.076,,1449891.0,45.194,22.4,2.846,1.752,22604.873,,202.812,7.78,,,24.64,2.1,58.74,0.592,,,,,AfricaEquatorial Guinea
20733,BIH,Europe,Bosnia and Herzegovina,03-04-20,579.0,46.0,48.857,17.0,1.0,1.857,177.419,14.095,14.971,5.209,0.306,0.569,1.33,,,,,,,,,4628.0,645.0,1.418,0.198,,,,,tests performed,,,,,,,,,,,,,,89.81,3263459.0,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.78,,,,,EuropeBosnia and Herzegovina
82778,JOR,Asia,Jordan,07-06-21,740502.0,655.0,566.857,9541.0,11.0,11.286,72110.275,63.784,55.201,929.105,1.071,1.099,0.79,,,,,,,,,,,,,3401.0,0.331,0.1667,6.0,tests performed,,,,,,51283.0,,,,,4994.0,42304.0,0.412,53.7,10269022.0,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729,,,,,AsiaJordan
128211,POL,Europe,Poland,19-08-21,2886079.0,196.0,185.571,75311.0,4.0,2.857,76357.356,5.186,4.91,1992.513,0.106,0.076,1.08,,,353.0,9.339,,,,,19997484.0,,529.076,,38361.0,1.015,0.0048,206.7,tests performed,35690920.0,18974615.0,18358017.0,,69683.0,58530.0,94.43,50.2,48.57,,1549.0,30667.0,0.081,38.89,37797000.0,124.027,41.8,16.763,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.88,,,,,EuropePoland
8464,ABW,North America,Aruba,26-03-22,33929.0,0.0,12.286,212.0,0.0,0.0,316516.629,0.0,114.611,1977.704,0.0,0.0,,,,,,,,,,,,,,,,,,,169017.0,87833.0,81184.0,,7.0,67.0,157.67,81.94,75.73,,625.0,14.0,0.013,28.7,107195.0,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,,,,,,North AmericaAruba
25901,BFA,Africa,Burkina Faso,11-01-22,19636.0,0.0,142.714,333.0,0.0,0.0,913.426,0.0,6.639,15.49,0.0,0.0,0.44,,,,,,,,,,,,,,,,,,,,,,,7399.0,,,,,344.0,6707.0,0.031,13.89,21497097.0,70.151,17.6,2.409,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,11.877,0.4,61.58,0.452,,,,,AfricaBurkina Faso
